date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202118,NW,risk_groups,811,indication,43087,5923,13.7,0.774,77.4,93.2,1.88,13.75,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,OW,risk_groups,471,indication,37930,4885,12.9,0.713,71.3,91.89999999999999,1.24,12.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,SG,risk_groups,6516,indication,510734,55407,10.9,0.654,65.4,81.7,1.28,10.85,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,SH,risk_groups,1473,indication,82348,10828,13.1,0.932,93.2,93.2,1.79,13.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,SO,risk_groups,2761,indication,275247,35474,12.9,0.879,87.9,95.2,1,12.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,SZ,risk_groups,1231,indication,160480,16577,10.4,0.825,82.5,84.8,0.77,10.33,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,TG,risk_groups,3769,indication,279547,34623,12.4,0.737,73.7,89.7,1.35,12.39,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,TI,risk_groups,4817,indication,351491,48554,13.799999999999999,0.757,75.7,92.8,1.37,13.81,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,unknown,risk_groups,268,indication,NA,3616,NA,0.911,91.10000000000001,88.1,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,UR,risk_groups,576,indication,36703,5061,13.8,0.669,66.9,80.6,1.57,13.79,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,VD,risk_groups,10583,indication,805098,93912,11.700000000000001,0.995,99.49999999999999,91.69999999999999,1.31,11.66,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,VS,risk_groups,4211,indication,345525,45994,13.4,0.9199999999999999,92,94.30000000000001,1.22,13.31,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,ZG,risk_groups,929,indication,127642,14875,11.6,0.363,36.3,78.7,0.73,11.65,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,ZH,risk_groups,22719,indication,1539275,141028,9.3,0.9369999999999999,93.69999999999999,83.7,1.48,9.16,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,AG,risk_groups,10346,indication,685845,90182,13.1,0.718,71.8,83.3,1.51,13.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,AI,risk_groups,58,indication,16128,2216,13.8,0.513,51.3,88.2,0.36,13.74,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,all,risk_groups,151383,indication,NA,1173157,NA,0.791,79.1,88,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,AR,risk_groups,820,indication,55445,8398,15.2,0.751,75.1,81.7,1.48,15.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,BE,risk_groups,24223,indication,1039474,154176,14.799999999999999,0.951,95.1,97,2.33,14.83,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,BL,risk_groups,6684,indication,289468,45329,15.6,0.548,54.8,81.2,2.31,15.66,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,BS,risk_groups,2063,indication,195844,23676,12,0.933,93.30000000000001,95.1,1.05,12.09,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,CH,risk_groups,148538,indication,8606033,1154237,13.4,0.791,79.10000000000001,88.1,1.73,13.41,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,CHFL,risk_groups,149445,indication,8644780,1158180,13.4,0.79,79,88,1.73,13.4,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,FL,risk_groups,907,indication,38747,3943,10.3,0.661,66.1,66.2,2.34,10.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,FR,risk_groups,4658,indication,321783,41776,13.1,0.7090000000000001,70.9,87.6,1.45,12.98,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,GE,risk_groups,6191,indication,504128,66886,13.3,0.71,71,84.9,1.23,13.27,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,GL,risk_groups,152,indication,40590,5125,12.700000000000001,0.775,77.5,87.7,0.37,12.63,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,GR,risk_groups,4613,indication,199021,31364,15.7,0.6910000000000001,69.10000000000001,89.10000000000001,2.32,15.76,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,JU,risk_groups,1441,indication,73584,10433,14.3,0.986,98.6,98.6,1.96,14.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,LU,risk_groups,4447,indication,413120,52330,12.700000000000001,0.678,67.80000000000001,86.5,1.08,12.67,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,NE,risk_groups,4053,indication,176496,30416,17.2,0.878,87.8,95.8,2.3,17.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,neighboring_chfl,risk_groups,1579,indication,NA,11001,NA,0.8210000000000001,82.10000000000001,90.2,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,NW,risk_groups,699,indication,43087,6622,15.4,0.799,79.9,91.5,1.62,15.37,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,OW,risk_groups,258,indication,37930,5143,13.6,0.806,80.6,91.3,0.68,13.56,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,SG,risk_groups,6347,indication,510734,61754,12.1,0.59,59,78.7,1.24,12.09,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,SH,risk_groups,2968,indication,82348,13796,16.8,0.785,78.5,89.6,3.6,16.75,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,SO,risk_groups,4995,indication,275247,40469,14.6,0.665,66.5,90.6,1.81,14.7,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,SZ,risk_groups,1182,indication,160480,17759,11,0.658,65.8,83.3,0.74,11.07,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,TG,risk_groups,3635,indication,279547,38258,13.700000000000001,0.707,70.7,87.4,1.3,13.69,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,TI,risk_groups,3745,indication,351491,52299,14.9,0.46599999999999997,46.6,86.7,1.07,14.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,unknown,risk_groups,358,indication,NA,3974,NA,0.931,93.1,88.69999999999999,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,UR,risk_groups,356,indication,36703,5417,14.8,0.588,58.800000000000004,78.7,0.97,14.76,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,VD,risk_groups,11098,indication,805098,105010,13,0.995,99.5,92.39999999999999,1.38,13.04,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,VS,risk_groups,4403,indication,345525,50397,14.5,0.9059999999999999,90.6,93.9,1.27,14.59,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,ZG,risk_groups,1355,indication,127642,16230,12.7,0.46799999999999997,46.8,74.4,1.06,12.72,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,ZH,risk_groups,37748,indication,1539275,178776,11.6,0.9490000000000001,94.9,86,2.45,11.61,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,AG,risk_groups,14284,indication,685845,104466,15.2,0.6659999999999999,66.6,80.5,2.08,15.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,AI,risk_groups,336,indication,16128,2552,15.700000000000001,0.728,72.8,85.80000000000001,2.08,15.82,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,all,risk_groups,200469,indication,NA,1373626,NA,0.757,75.69999999999999,85.89999999999999,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,AR,risk_groups,554,indication,55445,8952,16.1,0.754,75.4,81.3,1,16.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,BE,risk_groups,32125,indication,1039474,186301,17.9,0.9490000000000001,94.9,96.6,3.09,17.92,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,BL,risk_groups,6816,indication,289468,52145,18,0.561,56.1,76.9,2.35,18.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,BS,risk_groups,5392,indication,195844,29068,14.9,0.634,63.39999999999999,87,2.75,14.84,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,CH,risk_groups,197234,indication,8606033,1351471,15.700000000000001,0.761,76.1,86,2.29,15.7,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,CHFL,risk_groups,197413,indication,8644780,1355593,15.700000000000001,0.757,75.7,85.89999999999999,2.28,15.68,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,FL,risk_groups,179,indication,38747,4122,10.6,0.096,9.6,52.5,0.46,10.64,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,FR,risk_groups,4599,indication,321783,46375,14.5,0.6809999999999999,68.1,85.3,1.43,14.41,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,GE,risk_groups,8027,indication,504128,74913,14.799999999999999,0.479,47.9,78.50000000000001,1.59,14.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,GL,risk_groups,667,indication,40590,5792,14.2,0.731,73.1,85.6,1.64,14.27,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,GR,risk_groups,3240,indication,199021,34604,17.4,0.634,63.400000000000006,85.9,1.63,17.39,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,JU,risk_groups,1561,indication,73584,11994,16.3,0.991,99.1,98.5,2.12,16.3,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,LU,risk_groups,4018,indication,413120,56348,13.6,0.47000000000000003,47,81.8,0.97,13.64,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,NE,risk_groups,3598,indication,176496,34014,19.4,0.689,68.89999999999999,92,2.04,19.27,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,neighboring_chfl,risk_groups,2477,indication,NA,13478,NA,0.656,65.6,84.4,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,NW,risk_groups,693,indication,43087,7315,16.9,0.726,72.60000000000001,89.3,1.61,16.98,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,OW,risk_groups,339,indication,37930,5482,14.4,0.585,58.5,88.19999999999999,0.89,14.45,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,SG,risk_groups,6461,indication,510734,68215,13.4,0.587,58.7,76.1,1.27,13.36,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,SH,risk_groups,1911,indication,82348,15707,19,0.631,63.1,85.19999999999999,2.32,19.07,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,SO,risk_groups,3281,indication,275247,43750,15.9,0.5379999999999999,53.8,86.1,1.19,15.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,SZ,risk_groups,2874,indication,160480,20633,13,0.743,74.3,81.7,1.79,12.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,TG,risk_groups,4993,indication,279547,43251,15.4,0.78,78,86.3,1.79,15.47,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,TI,risk_groups,6633,indication,351491,58932,16.7,0.515,51.5,80.60000000000001,1.89,16.77,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,unknown,risk_groups,579,indication,NA,4553,NA,0.892,89.2,88.8,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,UR,risk_groups,568,indication,36703,5985,16.3,0.684,68.4,77.6,1.55,16.31,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,VD,risk_groups,19272,indication,805098,124282,15.5,0.988,98.8,93.39999999999999,2.39,15.44,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,VS,risk_groups,8336,indication,345525,58733,17,0.789,78.89999999999999,91.5,2.41,17,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,ZG,risk_groups,2371,indication,127642,18601,14.5,0.732,73.2,74.2,1.86,14.57,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,ZH,risk_groups,54285,indication,1539275,233061,15.2,0.936,93.60000000000001,87.5,3.53,15.14,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,AG,risk_groups,14482,indication,685845,118948,17.3,0.833,83.3,80.8,2.11,17.34,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,AI,risk_groups,213,indication,16128,2765,17.099999999999998,0.441,44.1,79.89999999999999,1.32,17.14,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,all,risk_groups,210216,indication,NA,1583842,NA,0.763,76.3,84.5,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,AR,risk_groups,738,indication,55445,9690,17.5,0.67,67,80,1.33,17.48,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,BE,risk_groups,35529,indication,1039474,221830,21.4,0.9149999999999999,91.5,95.7,3.42,21.34,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,BL,risk_groups,6375,indication,289468,58520,20.3,0.646,64.6,75.3,2.2,20.22,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,BS,risk_groups,5471,indication,195844,34539,17.5,0.764,76.39999999999999,85.19999999999999,2.79,17.64,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,CH,risk_groups,207121,indication,8606033,1558592,18,0.767,76.7,84.6,2.41,18.11,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,CHFL,risk_groups,207194,indication,8644780,1562787,18,0.764,76.4,84.5,2.4,18.08,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,FL,risk_groups,73,indication,38747,4195,10.8,0.069,6.8999999999999995,47,0.19,10.83,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,FR,risk_groups,5802,indication,321783,52177,16.2,0.724,72.4,83.7,1.8,16.21,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,GE,risk_groups,5890,indication,504128,80803,16,0.374,37.400000000000006,72.7,1.17,16.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,GL,risk_groups,847,indication,40590,6639,16.3,0.588,58.800000000000004,81,2.09,16.36,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,GR,risk_groups,3582,indication,199021,38186,19.2,0.542,54.2,81.4,1.8,19.19,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,JU,risk_groups,1874,indication,73584,13868,18.9,0.985,98.5,98.6,2.55,18.85,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,LU,risk_groups,6573,indication,413120,62921,15.2,0.463,46.3,75.7,1.59,15.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,NE,risk_groups,3161,indication,176496,37175,21.1,0.6829999999999999,68.3,89.39999999999999,1.79,21.06,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,neighboring_chfl,risk_groups,2210,indication,NA,15688,NA,0.6950000000000001,69.5,81.89999999999999,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,NW,risk_groups,534,indication,43087,7849,18.2,0.542,54.2,85.5,1.24,18.22,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,OW,risk_groups,408,indication,37930,5890,15.6,0.436,43.6,82.4,1.08,15.53,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,SG,risk_groups,6619,indication,510734,74834,14.7,0.633,63.3,74.8,1.3,14.65,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,SH,risk_groups,2278,indication,82348,17985,21.8,0.899,89.9,85.7,2.77,21.84,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,SO,risk_groups,5098,indication,275247,48848,17.7,0.652,65.2,83.3,1.85,17.75,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,SZ,risk_groups,3986,indication,160480,24619,15.299999999999999,0.782,78.2,81.19999999999999,2.48,15.34,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,TG,risk_groups,6284,indication,279547,49535,17.7,0.779,77.89999999999999,85.10000000000001,2.25,17.72,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,TI,risk_groups,8980,indication,351491,67912,19.3,0.597,59.7,77,2.55,19.32,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,unknown,risk_groups,811,indication,NA,5364,NA,0.919,91.9,89.2,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,UR,risk_groups,450,indication,36703,6435,17.5,0.587,58.7,76,1.23,17.53,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,VD,risk_groups,24869,indication,805098,149151,18.6,0.993,99.3,94.4,3.09,18.53,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,VS,risk_groups,9045,indication,345525,67778,19.6,0.753,75.3,88.8,2.62,19.62,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,ZG,risk_groups,1050,indication,127642,19651,15.4,0.472,47.2,72.1,0.82,15.4,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,ZH,risk_groups,46983,indication,1539275,280044,18.1,0.909,90.9,88,3.05,18.19,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,AG,risk_groups,21774,indication,685845,140722,20.6,0.8370000000000001,83.7,81.3,3.17,20.52,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,AI,risk_groups,176,indication,16128,2941,18.2,0.453,45.3,76.4,1.09,18.24,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,all,risk_groups,216229,indication,NA,1800071,NA,0.69,69,82.3,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,AR,risk_groups,860,indication,55445,10550,19,0.6880000000000001,68.8,79,1.55,19.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,BE,risk_groups,37849,indication,1039474,259679,24.8,0.789,78.9,92.89999999999999,3.64,24.98,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,BL,risk_groups,4410,indication,289468,62930,21.8,0.543,54.300000000000004,73.3,1.52,21.74,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,BS,risk_groups,7180,indication,195844,41719,21.3,0.894,89.4,85.8,3.67,21.3,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,CH,risk_groups,213377,indication,8606033,1771969,20.7,0.694,69.4,82.4,2.48,20.59,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,CHFL,risk_groups,213590,indication,8644780,1776377,20.5,0.691,69.1,82.3,2.47,20.55,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,FL,risk_groups,213,indication,38747,4408,11.299999999999999,0.195,19.5,43.99999999999999,0.55,11.38,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,FR,risk_groups,5064,indication,321783,57241,17.8,0.756,75.6,82.8,1.57,17.79,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,GE,risk_groups,6081,indication,504128,86884,17.3,0.369,36.9,68,1.21,17.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,GL,risk_groups,949,indication,40590,7588,18.6,0.46199999999999997,46.199999999999996,74,2.34,18.69,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,GR,risk_groups,2463,indication,199021,40649,20.5,0.436,43.6,77.4,1.24,20.42,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,JU,risk_groups,2176,indication,73584,16044,21.8,0.9630000000000001,96.3,98.3,2.96,21.8,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,LU,risk_groups,7338,indication,413120,70259,17.1,0.48000000000000004,48,71.3,1.78,17.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,NE,risk_groups,1836,indication,176496,39011,21.900000000000002,0.7030000000000001,70.3,88.2,1.04,22.1,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,neighboring_chfl,risk_groups,1991,indication,NA,17679,NA,0.583,58.300000000000004,78.4,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,NW,risk_groups,1238,indication,43087,9087,21.1,0.743,74.3,83.8,2.87,21.09,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,OW,risk_groups,561,indication,37930,6451,17,0.407,40.699999999999996,75.7,1.48,17.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,SG,risk_groups,6098,indication,510734,80932,16,0.526,52.6,72.39999999999999,1.19,15.85,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,SH,risk_groups,2493,indication,82348,20478,24.900000000000002,0.8300000000000001,83,85.5,3.03,24.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,SO,risk_groups,7600,indication,275247,56448,20.5,0.7929999999999999,79.3,82.7,2.76,20.51,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,SZ,risk_groups,4091,indication,160480,28710,17.9,0.669,66.9,78.7,2.55,17.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,TG,risk_groups,6580,indication,279547,56115,19.9,0.739,73.9,83.7,2.35,20.07,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,TI,risk_groups,7272,indication,351491,75184,21.4,0.445,44.5,71.9,2.07,21.39,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,unknown,risk_groups,648,indication,NA,6012,NA,0.747,74.7,87.3,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,UR,risk_groups,722,indication,36703,7157,19.5,0.384,38.4,69,1.97,19.5,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,VD,risk_groups,32331,indication,805098,181482,22.6,0.992,99.19999999999999,95.1,4.02,22.54,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,VS,risk_groups,7746,indication,345525,75524,21.8,0.765,76.5,87.4,2.24,21.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,ZG,risk_groups,1285,indication,127642,20936,16.4,0.32,32,66.9,1.01,16.4,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,ZH,risk_groups,37204,indication,1539275,317248,20.7,0.642,64.2,84.5,2.42,20.61,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,AG,risk_groups,10316,indication,685845,151038,22,0.533,53.300000000000004,78.5,1.5,22.02,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,AI,risk_groups,142,indication,16128,3083,19.1,0.33699999999999997,33.699999999999996,72.1,0.88,19.12,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,all,risk_groups,148193,indication,NA,1948264,NA,0.484,48.4,78.10000000000001,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,AR,risk_groups,677,indication,55445,11227,20.2,0.454,45.4,75.6,1.22,20.25,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,BE,risk_groups,13628,indication,1039474,273307,26.3,0.325,32.5,85.1,1.31,26.29,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,BL,risk_groups,2297,indication,289468,65227,22.5,0.40900000000000003,40.9,71.3,0.79,22.53,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,BS,risk_groups,2967,indication,195844,44686,22.7,0.27899999999999997,27.9,75.30000000000001,1.51,22.82,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,CH,risk_groups,146284,indication,8606033,1918253,22.4,0.483,48.300000000000004,78.3,1.7,22.29,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,CHFL,risk_groups,146338,indication,8644780,1922715,22.3,0.483,48.300000000000004,78.1,1.69,22.24,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,FL,risk_groups,54,indication,38747,4462,11.4,0.08399999999999999,8.399999999999999,42,0.14,11.52,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,FR,risk_groups,5578,indication,321783,62819,19.5,0.513,51.3,78.5,1.73,19.52,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,GE,risk_groups,7389,indication,504128,94273,18.7,0.38,38,64,1.47,18.7,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,GL,risk_groups,552,indication,40590,8140,20.1,0.366,36.6,69.2,1.36,20.05,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,GR,risk_groups,1564,indication,199021,42213,21.2,0.41600000000000004,41.6,75,0.79,21.21,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,JU,risk_groups,1478,indication,73584,17522,23.900000000000002,0.746,74.6,95.80000000000001,2.01,23.81,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,LU,risk_groups,6221,indication,413120,76480,18.599999999999998,0.346,34.6,65.8,1.51,18.51,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,NE,risk_groups,1273,indication,176496,40284,22.8,0.514,51.4,86.3,0.72,22.82,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,neighboring_chfl,risk_groups,1385,indication,NA,19064,NA,0.455,45.5,74.39999999999999,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,NW,risk_groups,825,indication,43087,9912,23.1,0.522,52.2,79.8,1.91,23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,OW,risk_groups,410,indication,37930,6861,18.1,0.248,24.8,67.4,1.08,18.09,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,SG,risk_groups,5589,indication,510734,86521,16.9,0.446,44.6,69.7,1.09,16.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,SH,risk_groups,795,indication,82348,21273,25.799999999999997,0.6930000000000001,69.3,84.7,0.97,25.83,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,SO,risk_groups,6176,indication,275247,62624,22.6,0.748,74.8,81.89999999999999,2.24,22.75,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,SZ,risk_groups,3932,indication,160480,32642,20.4,0.54,54,74.7,2.45,20.34,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,TG,risk_groups,7673,indication,279547,63788,22.8,0.735,73.5,82.2,2.74,22.82,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,TI,risk_groups,3249,indication,351491,78433,22.3,0.28400000000000003,28.400000000000002,67.6,0.92,22.31,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,unknown,risk_groups,470,indication,NA,6482,NA,0.581,58.1,84.3,NA,NA,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,UR,risk_groups,333,indication,36703,7490,20.4,0.364,36.4,66.5,0.91,20.41,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,VD,risk_groups,32274,indication,805098,213756,26.6,0.994,99.4,95.8,4.01,26.55,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
